dataset_name,image_name,I1,I2,I3,I4,I5,I6
bdd100k,bdd100k_val_b44a7e5f-30a49487.jpg,0.018,1,0.783,NA,0,3
bdd100k,bdd100k_val_b44ee0ec-a0786e4c.jpg,,,,,NA,
bdd100k,bdd100k_val_b451b495-bb458d47.jpg,0.395,0.558,0.579,0.731,0.081,5
bdd100k,bdd100k_val_b4543c78-db967acc.jpg,0.595,0.399,0.358,0.699,0.09,4
bdd100k,bdd100k_val_b4581cf1-fa4a5f32.jpg,0.656,0.513,0.525,0.637,0.033,8
bdd100k,bdd100k_val_b45928e6-f07ac4c9.jpg,0.56,0.111,0.194,0.831,0.001,2
bdd100k,bdd100k_val_b4599acc-dd9c9177.jpg,0.075,1,0.53,0.878,0.001,3
bdd100k,bdd100k_val_b459e707-2d208c56.jpg,0.504,0.588,0.644,0.814,0.027,4
bdd100k,bdd100k_val_b45a63ea-fb379a2d.jpg,0.083,1,0.833,0.64,0.026,4
bdd100k,bdd100k_val_b45f01c5-85bc12e8.jpg,0.301,0.551,0.228,0.706,0.256,5
bdd100k,bdd100k_val_b45f2c17-2cae6d9f.jpg,0.12,0.615,0.423,1,0,1
bdd100k,bdd100k_val_b46009c2-9334336d.jpg,0.265,1,0.643,0.624,0.014,12
bdd100k,bdd100k_val_b4607812-225d9a01.jpg,0.514,1,0.698,0.808,0,4
bdd100k,bdd100k_val_b4626a3d-9361e0fd.jpg,0.203,0.859,0.571,0.635,0.003,9
bdd100k,bdd100k_val_b462d8a3-a32ccc75.jpg,0.637,0.42,0.347,0.699,0.04,9
bdd100k,bdd100k_val_b46478b0-1eb55806.jpg,0.337,0.352,0.263,0.681,0.001,12
bdd100k,bdd100k_val_b4654b11-fc1af85a.jpg,0.525,0.279,0.657,0.606,0.047,7
bdd100k,bdd100k_val_b46a845f-8867c137.jpg,0.75,0.512,0.628,0.71,0.106,4
bdd100k,bdd100k_val_b46d2f57-0fb71a0d.jpg,0.167,0.727,0.195,0.814,0,4
bdd100k,bdd100k_val_b46efeed-a398b08d.jpg,0.292,0.791,0.711,0.64,0,5
bdd100k,bdd100k_val_b47262a4-3c664e48.jpg,0.118,1,0.495,1,0.001,3
bdd100k,bdd100k_val_b473c3c3-f52b760e.jpg,0.641,0.411,0.652,0.694,0,1
bdd100k,bdd100k_val_b478cdd5-9cf96449.jpg,,,,,NA,
bdd100k,bdd100k_val_b479f06d-2cc86910.jpg,0.404,0.505,0.416,0.799,0.003,5
bdd100k,bdd100k_val_b479f06d-83153737.jpg,0.475,0.893,0.603,0.669,0.02,4
bdd100k,bdd100k_val_b48012c1-619fc3eb.jpg,0.364,0.822,0.742,0.695,0.078,8
bdd100k,bdd100k_val_b484aa6b-23bfffa8.jpg,0.398,0.779,0.601,0.679,0.004,7
bdd100k,bdd100k_val_b4863201-63b08472.jpg,0.138,0.233,0.535,1,0.001,1
bdd100k,bdd100k_val_b487a2fa-0821d7a6.jpg,0.489,1,0.731,0.774,0.072,6
bdd100k,bdd100k_val_b48c7b5f-76b4418e.jpg,0.734,0.583,0.492,0.681,0.031,9
bdd100k,bdd100k_val_b48c7b5f-800d31b4.jpg,0.5,0.435,0.45,0.67,0.001,5
bdd100k,bdd100k_val_b48c7b5f-ae58463a.jpg,0.362,1,0.523,0.742,0,4
bdd100k,bdd100k_val_b48c7b5f-cec3fed8.jpg,0.455,0.477,0.309,0.805,0.001,4
bdd100k,bdd100k_val_b48ca7aa-40d54a99.jpg,0.09,0.913,0.525,0.913,0.029,2
bdd100k,bdd100k_val_b48dd7b4-9cc0d29a.jpg,0.241,1,0.808,0.606,0.042,5
bdd100k,bdd100k_val_b48eb8a9-6e9beea8.jpg,0.644,0.279,0.22,0.707,0.003,10
bdd100k,bdd100k_val_b48f3f71-eec18320.jpg,0.32,1,0.535,0.674,0.074,3
bdd100k,bdd100k_val_b48fc70b-b1a801f2.jpg,0.229,0.239,0.365,0.694,0.001,5
bdd100k,bdd100k_val_b4946e87-165efbb5.jpg,0.364,0.001,0,0.675,0.085,1
bdd100k,bdd100k_val_b4946e87-e2fe2819.jpg,0.1,0.94,0.515,0.801,0.001,4
bdd100k,bdd100k_val_b49698d7-1999d598.jpg,0.537,0.283,0.35,0.697,0.001,5
bdd100k,bdd100k_val_b499ff48-31afe322.jpg,0.337,1,0.63,0.654,0.016,11
bdd100k,bdd100k_val_b49a272b-c52895c3.jpg,0.238,0.175,0.01,0.823,0.044,1
bdd100k,bdd100k_val_b49d6c0d-457e13b3.jpg,0.674,0.708,0.663,0.769,0.006,10
bdd100k,bdd100k_val_b4a63a7e-74155969.jpg,,,,,NA,
bdd100k,bdd100k_val_b4a8ec73-22166ba3.jpg,0.4,0.299,0.32,0.762,0.001,4
bdd100k,bdd100k_val_b4a8ec73-4a6c61c7.jpg,1,0.482,0.404,0.813,0.001,3
bdd100k,bdd100k_val_b4a8ec73-893c4da4.jpg,0.377,0.545,0.232,0.764,0.016,10
bdd100k,bdd100k_val_b4a99fcc-a81c5051.jpg,0.526,0.677,0.506,0.775,0.012,11
bdd100k,bdd100k_val_b4a99fcc-e26717df.jpg,0.311,0.808,0.666,0.758,0.002,6
bdd100k,bdd100k_val_b4aefa17-2444bcc7.jpg,0.638,1,0.638,0.76,0.004,11
bdd100k,bdd100k_val_b4aefa17-a90ffac2.jpg,0.296,0.263,0.419,0.755,0,4
bdd100k,bdd100k_val_b4b07c88-3e6d65a0.jpg,0.151,0.553,0.568,0.681,0.004,5
bdd100k,bdd100k_val_b4b394c2-e2f83664.jpg,0.182,1,0.607,1,0.04,1
bdd100k,bdd100k_val_b4b581ea-93722c60.jpg,0.406,0.291,0.175,0.814,0.039,3
bdd100k,bdd100k_val_b4b7133e-5672ca28.jpg,0.568,0.394,0.468,0.741,0.001,7
bdd100k,bdd100k_val_b4ba0552-53249a02.jpg,0.497,0.823,0.794,0.838,0,4
bdd100k,bdd100k_val_b4c0a877-dff9f7bb.jpg,0.15,1,0.709,0.535,0.004,3
bdd100k,bdd100k_val_b4c195ae-4dfb18d9.jpg,0.4,0.78,0.891,0.7,0.18,4
bdd100k,bdd100k_val_b4c29ddd-808b41d7.jpg,0.098,1,0.687,0.783,0.001,4
bdd100k,bdd100k_val_b4c755fa-1ce17fa3.jpg,0.481,1,0.572,0.816,0,5
bdd100k,bdd100k_val_b4c86653-d9ba99f4.jpg,0.737,0.327,0.44,0.729,0.022,2
bdd100k,bdd100k_val_b4d18d1a-b72bb7eb.jpg,0.553,0.542,0.705,0.694,0.091,8
bdd100k,bdd100k_val_b4d2dede-0f9169f5.jpg,0.111,1,0.593,0.716,0.054,10
bdd100k,bdd100k_val_b4d2dede-18dc0cd0.jpg,0.425,1,0.511,0.79,0.028,3
bdd100k,bdd100k_val_b4d2dede-9b67d0bd.jpg,0.269,1,0.57,0.671,0.001,4
bdd100k,bdd100k_val_b4dff9f4-bcac8fae.jpg,0.656,0.833,0.691,0.629,0.002,6
bdd100k,bdd100k_val_b4e3816e-2319f39e.jpg,0.515,1,0.722,0.726,0.025,5
bdd100k,bdd100k_val_b4e97132-0dbc3f9f.jpg,0.275,1,0.666,0.674,0.001,6
bdd100k,bdd100k_val_b4eac100-0eaffca3.jpg,0.273,1,0.76,0.518,0,3
bdd100k,bdd100k_val_b4eb79bd-6ab32eb7.jpg,0.304,1,0.745,0.728,0.013,2
bdd100k,bdd100k_val_b4ee5320-cb16ec42.jpg,0.158,0.64,0.706,0.688,0.176,3
bdd100k,bdd100k_val_b4ef573f-5122732a.jpg,0.368,0.505,0.401,0.705,0.001,7
bdd100k,bdd100k_val_b4f4bd95-a097514a.jpg,0.372,1,0.789,0.674,0.002,4
bdd100k,bdd100k_val_b4f4e648-58e39e89.jpg,0.429,0.435,0.427,0.696,0.117,6
bdd100k,bdd100k_val_b4f542b3-534c29f9.jpg,0.551,0.391,0.278,0.792,0.001,3
bdd100k,bdd100k_val_b4f9084d-207afc6e.jpg,0.444,1,0.771,0.748,0.002,6
bdd100k,bdd100k_val_b4f9084d-7cc2f042.jpg,0.241,1,0.737,0.64,0.001,8
bdd100k,bdd100k_val_b4f9f50c-35823e7c.jpg,,,,,NA,
bdd100k,bdd100k_val_b4ff6bda-27a63ee8.jpg,0.259,0.678,0.599,0.706,0.019,9
bdd100k,bdd100k_val_b5022e95-a691dc1c.jpg,0.82,0.765,0.536,0.727,0.001,6
bdd100k,bdd100k_val_b5046f1e-7b9d98d0.jpg,0.233,1,0.721,0.75,0.012,10
bdd100k,bdd100k_val_b5046f1e-99be1b00.jpg,0.614,0.585,0.436,0.704,0.047,8
bdd100k,bdd100k_val_b5047c50-e1facff6.jpg,0.538,0.976,0.098,0.554,0.001,3
bdd100k,bdd100k_val_b50cb586-d808d404.jpg,0.618,0.554,0.269,0.694,0.038,11
bdd100k,bdd100k_val_b50e6154-4aace8a1.jpg,0.468,0.539,0.622,0.729,0.068,7
bdd100k,bdd100k_val_b50ff9e2-ebb775d4.jpg,0.977,0.352,0.194,0.83,0,4
bdd100k,bdd100k_val_b5110041-5e70bd90.jpg,0.416,1,0.712,0.725,0,6
bdd100k,bdd100k_val_b517726f-0cd9b6ae.jpg,,,,,NA,
bdd100k,bdd100k_val_b5191523-cc623777.jpg,0.233,1,0.636,0.71,0.036,9
bdd100k,bdd100k_val_b5191523-f5721cd1.jpg,0.094,0.457,0.427,0.694,0.007,3
bdd100k,bdd100k_val_b51aa35f-0b962e5d.jpg,0.188,0.573,0.495,0.892,0.066,4
bdd100k,bdd100k_val_b51daa04-f4e62d2f.jpg,0.337,1,0.894,0.69,0,6
bdd100k,bdd100k_val_b51dfd71-9599e952.jpg,0.357,1,0.782,0.954,0,1
bdd100k,bdd100k_val_b5261cec-aac2f91a.jpg,0.512,0.477,0.43,0.783,0.001,6
bdd100k,bdd100k_val_b52949cd-2439cac6.jpg,0.265,1,0.618,0.799,0.005,5
bdd100k,bdd100k_val_b5296e2a-25ab57d6.jpg,0.381,0.467,0.669,0.701,0.205,8
bdd100k,bdd100k_val_b5296e2a-fde16219.jpg,0.364,0.372,0.509,0.646,0.058,7
bdd100k,bdd100k_val_b52e49e5-d1e36124.jpg,0.234,0.278,0.653,0.584,0.164,7
bdd100k,bdd100k_val_b52f1b58-e49099e8.jpg,1,0.606,0.38,0.646,0,3
bdd100k,bdd100k_val_b533db8e-7e5a6abb.jpg,0.506,1,0.726,0.621,0.002,3
bdd100k,bdd100k_val_b534864a-d2eb867c.jpg,0.321,0.454,0.429,0.785,0.001,5
bdd100k,bdd100k_val_b5380a66-f8c670ed.jpg,0.754,1,0.767,0.718,0.008,7
bdd100k,bdd100k_val_b54578dc-95b41097.jpg,0.208,1,0.691,0.838,0.001,3
bdd100k,bdd100k_val_b5460637-3b501a2e.jpg,0.265,0.018,0.081,0.591,0.132,1
bdd100k,bdd100k_val_b5465c6e-45c537f7.jpg,0.263,1,0.734,0.67,0.106,10
bdd100k,bdd100k_val_b5465c6e-5bed4504.jpg,0.31,0.436,0.301,0.76,0.08,4
bdd100k,bdd100k_val_b5465c6e-ec871ec7.jpg,0.297,1,0.74,0.794,0.062,2
bdd100k,bdd100k_val_b5465c6e-fe04d577.jpg,0.533,0.708,0.783,0.735,0.001,3
bdd100k,bdd100k_val_b54735e3-4c968f67.jpg,0.191,1,0.808,1,0.001,3
bdd100k,bdd100k_val_b54735e3-65f77c99.jpg,0.859,0.77,0.603,0.734,0.005,10
bdd100k,bdd100k_val_b5478d5c-290f5e15.jpg,0.56,0.461,0.435,0.754,0.001,7
bdd100k,bdd100k_val_b5478d5c-e846649e.jpg,0.5,0.524,0.276,0.686,0.052,6
bdd100k,bdd100k_val_b54a8089-d1989d8f.jpg,,,,,NA,
bdd100k,bdd100k_val_b555790d-59bad5ab.jpg,0.544,0.475,0.525,0.714,0.005,8
bdd100k,bdd100k_val_b555790d-d715196b.jpg,1,0.839,0.669,1,0.001,1
bdd100k,bdd100k_val_b55bd14f-50306d5f.jpg,0.355,0.309,0.479,0.721,0.025,6
bdd100k,bdd100k_val_b55c17aa-3a1df47a.jpg,0.389,0.994,0.76,0.728,0.384,9
bdd100k,bdd100k_val_b55c17aa-b31ce64a.jpg,0.266,1,0.86,0.909,0.001,5
bdd100k,bdd100k_val_b565d4cc-2e6cb390.jpg,0.471,0.486,0.774,0.709,0.014,6
bdd100k,bdd100k_val_b5661732-20179325.jpg,0.605,0.588,0.53,0.799,0.009,11
bdd100k,bdd100k_val_b5661732-3684230b.jpg,0.542,0.68,0.67,0.789,0,6
bdd100k,bdd100k_val_b568371d-1a142858.jpg,0.364,0.993,0.744,0.706,0.093,13
bdd100k,bdd100k_val_b568371d-db4fb582.jpg,0.342,1,0.714,0.725,0.008,10
bdd100k,bdd100k_val_b569029a-37e190cc.jpg,0.35,0.84,0.584,0.678,0.026,9
bdd100k,bdd100k_val_b569f76a-33d451fe.jpg,0.875,0.376,0.357,0.647,0.003,3
bdd100k,bdd100k_val_b56c225e-83596ac0.jpg,0.812,0.467,0.372,0.665,0,3
bdd100k,bdd100k_val_b56edcfa-49d5dd9e.jpg,0.372,1,0.747,0.782,0.003,7
bdd100k,bdd100k_val_b57077d8-ae0b13ca.jpg,0.991,0.651,0.519,0.732,0.105,3
bdd100k,bdd100k_val_b5767ace-b5db9504.jpg,0.54,0.936,0.74,0.84,0,5
bdd100k,bdd100k_val_b577827c-006a84cc.jpg,0.192,0.279,0.422,0.631,0.005,3
bdd100k,bdd100k_val_b5780de7-94313c5f.jpg,0.509,1,0.737,0.686,0,4
bdd100k,bdd100k_val_b57a2edf-402297bc.jpg,0.194,0.525,0.404,0.732,0.005,6
bdd100k,bdd100k_val_b57b533b-cabdbef5.jpg,0.484,0.577,0.357,0.694,0.028,11
bdd100k,bdd100k_val_b57c8f5a-b427a4b7.jpg,0.282,0.813,0.663,0.724,0.03,2
bdd100k,bdd100k_val_b58436bb-5790dfd3.jpg,0.163,0.574,0.627,0.723,0.02,4
bdd100k,bdd100k_val_b58d74f7-ba3a38d3.jpg,0.51,0.298,0.342,0.654,0,4
bdd100k,bdd100k_val_b59413ff-4e4f3109.jpg,0.255,0.939,0.583,0.856,0.018,3
bdd100k,bdd100k_val_b59413ff-5885b827.jpg,0.18,0.436,0.648,0.693,0.081,6
bdd100k,bdd100k_val_b59413ff-9094612f.jpg,0.447,0.371,0.387,0.77,0.024,4
bdd100k,bdd100k_val_b596ea23-44b2e05a.jpg,0.377,1,0.636,0.765,0,4
bdd100k,bdd100k_val_b59dd81f-b8ebeb56.jpg,0.314,0.645,0.57,0.685,0.092,9
bdd100k,bdd100k_val_b59f6555-a562f4f9.jpg,0.323,1,0.707,0.792,0,4
bdd100k,bdd100k_val_b59fa0de-b520450e.jpg,0.334,1,0.708,0.704,0.034,12
bdd100k,bdd100k_val_b5a09604-69dd5d9f.jpg,0.351,0.741,0.709,0.838,0.003,8
bdd100k,bdd100k_val_b5a09604-d9d9aaa9.jpg,,,,,NA,
bdd100k,bdd100k_val_b5a4b486-35c3edb4.jpg,0.331,0.412,0.581,0.731,0.002,2
bdd100k,bdd100k_val_b5a4b486-dde596cb.jpg,0.619,0.482,0.28,0.744,0.001,7
bdd100k,bdd100k_val_b5a50c2d-0c1d06e0.jpg,0.049,0.967,0.539,1,0.004,3
bdd100k,bdd100k_val_b5a52ea9-2e1f4066.jpg,0.563,0.42,0.433,0.795,0,3
bdd100k,bdd100k_val_b5a72f23-72643897.jpg,0.734,0.834,0.627,0.698,0.001,6
bdd100k,bdd100k_val_b5a8594c-049fa1ef.jpg,0.726,1,0.855,0.61,0.104,6
bdd100k,bdd100k_val_b5aa55af-b01f8749.jpg,0.196,0.426,0.337,0.749,0.001,2
bdd100k,bdd100k_val_b5b02b31-283dcc5c.jpg,0.417,0.84,0.542,0.747,0.001,9
bdd100k,bdd100k_val_b5b17442-df28704b.jpg,0.043,0.212,0,NA,0.001,3
bdd100k,bdd100k_val_b5b2267c-d3a26985.jpg,0.637,0.324,0.744,0.693,0.155,3
bdd100k,bdd100k_val_b5b78553-f3a480a1.jpg,0.5,0.994,0.512,0.783,0,5
bdd100k,bdd100k_val_b5b9915f-71ed958e.jpg,0.082,0.374,0.607,0.883,0,4
bdd100k,bdd100k_val_b5bd628c-d1f3b854.jpg,0.627,1,0.749,0.795,0.015,7
bdd100k,bdd100k_val_b5bf322d-9e707096.jpg,0.349,0.407,0.689,0.81,0.07,5
bdd100k,bdd100k_val_b5bfa85b-f1387252.jpg,,,,,NA,
bdd100k,bdd100k_val_b5ca1339-b9f4a4e0.jpg,0.727,0.527,0.326,0.691,0,1
bdd100k,bdd100k_val_b5cb8753-b8a2ddb5.jpg,0.038,0.702,0.302,1,0.001,4
bdd100k,bdd100k_val_b5cd3939-4a911068.jpg,0.339,1,0.749,0.811,0,4
bdd100k,bdd100k_val_b5cd3939-a7dffd2d.jpg,0.833,0.432,0.403,0.775,0,1
bdd100k,bdd100k_val_b5cf8afa-b54535d2.jpg,0.346,0.485,0.593,0.661,0.014,8
bdd100k,bdd100k_val_b5d4dc8d-f867ef92.jpg,0.587,0.607,0.858,0.673,0.282,4
bdd100k,bdd100k_val_b5d5d39c-73e4471c.jpg,0.492,1,0.859,0.686,0.005,3
bdd100k,bdd100k_val_b5d63e8d-be6df898.jpg,0.112,1,0.635,0.822,0.001,6
bdd100k,bdd100k_val_b5d6e647-0bf0a7e9.jpg,0.31,0.926,0.643,0.76,0.065,5
bdd100k,bdd100k_val_b5d6e647-12d214ab.jpg,0.045,0.614,0.645,1,0.184,2
bdd100k,bdd100k_val_b5d6e647-3760c7b9.jpg,0.151,0.64,0.637,0.805,0.037,7
bdd100k,bdd100k_val_b5d7832a-63caf5b3.jpg,0.202,1,0.759,0.734,0,4
bdd100k,bdd100k_val_b5d8894a-d99dbb00.jpg,0.016,1,0.871,1,0.018,4
bdd100k,bdd100k_val_b5dd20c5-250725fa.jpg,0.188,0.684,0.605,0.809,0.061,4
bdd100k,bdd100k_val_b5dd20c5-4e1112c7.jpg,,,,,NA,
bdd100k,bdd100k_val_b5dd20c5-4f784dcf.jpg,0.093,0.316,0.511,1,0.03,2
bdd100k,bdd100k_val_b5dd8a5f-9e1a2077.jpg,0.446,1,0.909,0.842,0.001,4
bdd100k,bdd100k_val_b5df49b8-73e68ecb.jpg,0.311,0.437,0.477,0.705,0.131,11
bdd100k,bdd100k_val_b5e3d0f7-4ed391cd.jpg,0.1,0.909,0.38,0.921,0.001,3
bdd100k,bdd100k_val_b5ed8eaa-3fb2802d.jpg,,,,,NA,
bdd100k,bdd100k_val_b5f2f881-edaf9a01.jpg,,,,,NA,
bdd100k,bdd100k_val_b5f7a789-6a9ed4ef.jpg,0.466,0.832,0.737,0.733,0.083,8
bdd100k,bdd100k_val_b5f84825-956ae1a6.jpg,0.583,0.703,0.572,0.672,0.006,7
bdd100k,bdd100k_val_b5fc1373-94aaab40.jpg,0.187,1,0.593,0.696,0.001,5
bdd100k,bdd100k_val_b5fd8bf6-fa9be3ca.jpg,0.179,0.523,0.582,0.933,0.001,2
bdd100k,bdd100k_val_b5fe17dd-52352131.jpg,0.992,0.604,0.448,0.676,0.171,3
bdd100k,bdd100k_val_b5ff07b5-b983e1a5.jpg,0.166,0.883,0.754,0.761,0.055,9
bdd100k,bdd100k_val_b605d5d8-a398208d.jpg,0.128,1,0.681,0.833,0,2
bdd100k,bdd100k_val_b605d5d8-d9310a5c.jpg,0.441,0.714,0.485,0.713,0.092,9
bdd100k,bdd100k_val_b605ed2a-06f43bb3.jpg,0.316,0.865,0.753,0.727,0.009,6
bdd100k,bdd100k_val_b60a5583-0fe24e80.jpg,0.774,1,0.746,0.713,0.032,8
bdd100k,bdd100k_val_b60a623a-4df2b0c0.jpg,0.75,1,0.441,0.738,0.002,6
bdd100k,bdd100k_val_b60da546-ee383124.jpg,0.425,1,0.803,0.665,0.001,6
bdd100k,bdd100k_val_b60f1db0-5032d338.jpg,0.256,0.649,0.407,0.655,0.001,3
bdd100k,bdd100k_val_b610204c-e3c8c65f.jpg,0.488,0.868,0.767,0.641,0.26,8
bdd100k,bdd100k_val_b61212a0-3ddd6209.jpg,0.056,0.991,0.707,0.795,0.146,6
bdd100k,bdd100k_val_b61212a0-44b799c0.jpg,0.312,1,0.694,0.729,0.011,6
bdd100k,bdd100k_val_b6123103-45edd1d3.jpg,0.566,0.541,0.677,0.716,0.019,5
bdd100k,bdd100k_val_b612e792-38fc9d6d.jpg,0.292,0.693,0.483,0.754,0.026,5
bdd100k,bdd100k_val_b6149edb-63dcde71.jpg,0.647,0.481,0.636,0.706,0.014,7
bdd100k,bdd100k_val_b6174277-7c80aaa7.jpg,0.194,0.287,0.113,1,0.005,1
bdd100k,bdd100k_val_b61a8404-29009d48.jpg,0.42,0.354,0.521,0.84,0.001,7
bdd100k,bdd100k_val_b61aec41-121a3d3a.jpg,0.125,0.95,0.738,0.736,0.017,3
bdd100k,bdd100k_val_b61d661f-2d7bac86.jpg,0.328,1,0.743,0.724,0,4
bdd100k,bdd100k_val_b61f19ba-ae781838.jpg,0.538,0.516,0.229,0.719,0.003,8
bdd100k,bdd100k_val_b61f7b3d-1e5fa9ff.jpg,0.458,0.559,0.534,0.734,0.054,9
bdd100k,bdd100k_val_b6219281-861a5ba7.jpg,,,,,NA,
bdd100k,bdd100k_val_b6230fb4-02138607.jpg,0.215,0.382,0.516,0.826,0.001,3
bdd100k,bdd100k_val_b6241b17-301c2e2e.jpg,0.433,1,0.57,0.713,0.178,2
bdd100k,bdd100k_val_b62bef56-3f15e2c9.jpg,0.185,0.835,0.568,0.62,0.135,13
bdd100k,bdd100k_val_b62bef56-b08de744.jpg,0.421,1,0.772,0.699,0.003,9
bdd100k,bdd100k_val_b62c825e-75f4cc31.jpg,0.442,1,0.643,0.652,0.008,6
bdd100k,bdd100k_val_b633ed08-08a8b4ce.jpg,,,,,NA,
bdd100k,bdd100k_val_b634ca9d-c0211c64.jpg,,,,,NA,
bdd100k,bdd100k_val_b6359092-fc2faab6.jpg,0.665,0.441,0.419,0.789,0,6
bdd100k,bdd100k_val_b6375e65-d6e0692e.jpg,0.251,1,0.794,0.63,0.031,10
bdd100k,bdd100k_val_b63a501b-90039f36.jpg,0.697,0.335,0.345,0.661,0.001,5
bdd100k,bdd100k_val_b643ea5a-af37c824.jpg,0.522,0.67,0.534,0.699,0.041,6
bdd100k,bdd100k_val_b645e381-3d9a5456.jpg,0.476,1,0.678,0.666,0.027,2
bdd100k,bdd100k_val_b6487a3e-0761a2ae.jpg,0.669,0.555,0.495,0.775,0,5
bdd100k,bdd100k_val_b65081c3-7ace0408.jpg,0.009,1,0.745,1,0,3
bdd100k,bdd100k_val_b6541edc-ecc17d4b.jpg,0.267,0.345,0.292,0.733,0.05,4
bdd100k,bdd100k_val_b65db570-815a9c9a.jpg,0.925,1,0.546,0.729,0.001,3
bdd100k,bdd100k_val_b6642e30-93accfbe.jpg,,,,,NA,
bdd100k,bdd100k_val_b66462a4-ce0558e1.jpg,0.476,1,0.602,0.808,0,1
bdd100k,bdd100k_val_b6663f36-805c1a0e.jpg,0.581,0.194,0.448,0.685,0.016,2
bdd100k,bdd100k_val_b6695a33-42d20aa3.jpg,0.592,1,0.792,0.757,0.008,3
bdd100k,bdd100k_val_b66ecd35-8de7da84.jpg,0.156,1,0.721,0.671,0.123,5
bdd100k,bdd100k_val_b670cde3-068b52ad.jpg,0.066,0.538,0.621,0.813,0.074,5
bdd100k,bdd100k_val_b674bc13-2b4cdef3.jpg,0.1,1,0.694,0.796,0.001,4
bdd100k,bdd100k_val_b674bc13-8a296606.jpg,0.125,0.713,0.506,0.705,0,4
bdd100k,bdd100k_val_b6795a21-1fab0f9e.jpg,0.346,0.363,0.449,0.775,0.05,2
bdd100k,bdd100k_val_b67cbe89-ef413620.jpg,0.649,0.254,0.399,0.721,0.068,2
bdd100k,bdd100k_val_b67d5d14-ecdff820.jpg,0.528,0.715,0.603,0.77,0.027,5
bdd100k,bdd100k_val_b6804637-851a6e28.jpg,,,,,NA,
bdd100k,bdd100k_val_b680f9ff-c3577e59.jpg,0.492,0.652,0.572,0.689,0.001,6
bdd100k,bdd100k_val_b683c5c9-94747d74.jpg,0.447,1,0.779,0.625,0.119,4
bdd100k,bdd100k_val_b68a000f-9a8091f9.jpg,0.554,0.589,0.568,0.651,0.029,9
bdd100k,bdd100k_val_b68fe1ec-4c1094e2.jpg,0.351,0.628,0.612,0.765,0.017,4
bdd100k,bdd100k_val_b690989d-07e39c92.jpg,0.562,0.628,0.472,0.707,0.004,5
bdd100k,bdd100k_val_b69191ad-9c9cfe44.jpg,0.598,0.494,0.577,0.733,0.001,9
bdd100k,bdd100k_val_b6976dce-0810ee45.jpg,,,,,NA,
bdd100k,bdd100k_val_b6976dce-3c045c22.jpg,,,,,NA,
bdd100k,bdd100k_val_b69a7e04-794b786c.jpg,0.338,1,0.638,0.722,0.097,6
bdd100k,bdd100k_val_b69d81dd-35fbc1cf.jpg,0.02,1,0.883,1,0,2
bdd100k,bdd100k_val_b6a5e5f0-73e9525b.jpg,0.247,0.38,0.548,0.648,0.096,9
bdd100k,bdd100k_val_b6a6df2d-cc93b4c6.jpg,0.286,1,0.862,0.743,0.017,6
bdd100k,bdd100k_val_b6a8503c-4991b168.jpg,0.55,1,0.784,0.811,0.002,9
bdd100k,bdd100k_val_b6aeb288-c860c9a2.jpg,0.156,0.777,0.727,0.976,0.015,3
bdd100k,bdd100k_val_b6b01f9f-f6aa5d75.jpg,,,,,NA,
bdd100k,bdd100k_val_b6b047b4-3fccc761.jpg,0.667,0.366,0.665,0.762,0.002,2
bdd100k,bdd100k_val_b6b0d831-7abd7933.jpg,0.447,1,0.64,0.807,0.072,5
bdd100k,bdd100k_val_b6b616b3-979e75c3.jpg,,,,,NA,
bdd100k,bdd100k_val_b6b8d59f-e8059575.jpg,,,,,NA,
bdd100k,bdd100k_val_b6b9d3c1-d683dfce.jpg,0.109,0.404,0.229,0.74,0.001,2
bdd100k,bdd100k_val_b6ba23a1-98fd0d6b.jpg,0.44,0.853,0.663,0.661,0.06,11
bdd100k,bdd100k_val_b6bb7bc8-795f455a.jpg,0.417,0.112,0.078,1,0.001,1
bdd100k,bdd100k_val_b6bd79c8-c94f5c10.jpg,0.933,0.298,0,0.797,0.001,1
bdd100k,bdd100k_val_b6c2d715-ba5d6ecc.jpg,0.328,1,0.637,0.668,0.118,6
bdd100k,bdd100k_val_b6c6e6fe-1c5ab635.jpg,0.307,1,0.695,0.607,0.064,9
bdd100k,bdd100k_val_b6c6e6fe-f325bc62.jpg,0.109,1,0.803,0.649,0.042,5
bdd100k,bdd100k_val_b6c89a7e-23a41125.jpg,0.444,0.292,0.333,0.692,0.01,10
bdd100k,bdd100k_val_b6cebd5a-5ca64f5f.jpg,0.294,0.682,0.565,0.609,0.002,6
bdd100k,bdd100k_val_b6d0b9d1-9e750bae.jpg,0.311,0.909,0.516,0.673,0.04,8
bdd100k,bdd100k_val_b6d2717a-d8d1bc0c.jpg,0.116,1,0.893,0.719,0.011,3
bdd100k,bdd100k_val_b6d82c09-389f4f78.jpg,0.641,0.241,0.481,0.692,0.012,5
bdd100k,bdd100k_val_b6decb24-390c9ae7.jpg,1,1,0.177,0.771,0,1
bdd100k,bdd100k_val_b6df605f-34527b5f.jpg,0.575,0.566,0.564,0.739,0.039,6
bdd100k,bdd100k_val_b6df605f-51c158b8.jpg,0.512,1,0.692,0.686,0.105,7
bdd100k,bdd100k_val_b6e4a55e-0684fdec.jpg,0.035,0.193,0.081,0.852,0.124,3
bdd100k,bdd100k_val_b6e4a55e-4a7068f1.jpg,0.412,0.374,0.333,0.624,0,3
bdd100k,bdd100k_val_b6e591bd-d509b54b.jpg,0.468,0.865,0.547,0.746,0.014,9
